American Indian or Alaska Native (AI/AN),Asian American,Black,Latino,Multi-race,Native Hawaiian or Other Pacific Islander (NHPI),White,Other,Unknown,County,Date Updated,Date Data,Date Scraped
0.2%,20.4%,5.5%,10.3%,9.9%,0.5%,24.4%,8.8%,20.0%,Alameda,2021-03-30,2021-03-29,2021-03-31 14:20:48
1.7%,0.6%,0.3%,0.6%,0.3%,0.0%,17.8%,0.9%,77.9%,Alpine,2021-03-30,2021-03-25,2021-03-31 14:20:51
0.8%,1.5%,0.4%,7.4%,3.7%,0.3%,67.7%,8.6%,9.6%,Amador,2021-03-30,2021-03-29,2021-03-31 14:20:53
1.1%,2.2%,0.7%,7.5%,15.4%,0.1%,56.4%,8.1%,8.4%,Butte,2021-03-30,2021-03-29,2021-03-31 14:20:56
0.4%,1.1%,0.4%,4.8%,1.4%,0.2%,54.4%,8.7%,28.7%,Calaveras,2021-03-30,2021-03-29,2021-03-31 14:20:59
1.1%,0.7%,0.4%,27.2%,5.4%,0.1%,32.1%,5.6%,27.4%,Colusa,2021-03-30,2021-03-29,2021-03-31 14:21:01
0.2%,10.7%,4.4%,12.5%,10.7%,0.5%,33.8%,7.7%,19.4%,Contra Costa,2021-03-30,2021-03-29,2021-03-31 14:21:04
6.6%,1.7%,0.5%,5.2%,7.5%,0.1%,60.7%,3.0%,14.5%,Del Norte,2021-03-30,2021-03-29,2021-03-31 14:21:07
0.2%,2.8%,0.5%,5.5%,12.3%,0.3%,49.1%,7.8%,21.6%,El Dorado,2021-03-30,2021-03-29,2021-03-31 14:21:09
0.5%,7.0%,2.1%,31.4%,8.7%,0.2%,28.4%,7.9%,13.9%,Fresno,2021-03-30,2021-03-29,2021-03-31 14:21:12
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Glenn,2021-03-30,2021-03-29,2021-03-31 14:21:15
3.3%,1.3%,0.7%,6.9%,13.1%,0.2%,63.4%,3.2%,7.9%,Humboldt,2021-03-30,2021-03-29,2021-03-31 14:21:17
0.1%,0.7%,0.4%,64.4%,2.0%,0.1%,9.6%,7.5%,15.3%,Imperial,2021-03-30,2021-03-29,2021-03-31 14:21:20
0.3%,11.8%,3.0%,19.4%,10.7%,0.4%,29.8%,11.0%,13.5%,Inyo,2021-03-30,2021-03-29,2021-03-31 14:21:22
0.3%,4.1%,2.4%,31.3%,10.7%,0.3%,28.7%,11.5%,10.7%,Kern,2021-03-30,2021-03-29,2021-03-31 14:21:25
0.7%,2.6%,2.1%,41.1%,6.2%,0.2%,26.9%,6.3%,13.9%,Kings,2021-03-30,2021-03-29,2021-03-31 14:21:27
1.6%,1.1%,1.2%,16.2%,14.4%,0.1%,55.3%,3.5%,6.5%,Lake,2021-03-30,2021-03-29,2021-03-31 14:21:30
1.1%,1.4%,0.7%,7.0%,7.4%,0.3%,59.5%,3.7%,19.0%,Lassen,2021-03-30,2021-03-29,2021-03-31 14:21:33
0.2%,12.4%,4.4%,24.9%,15.6%,0.4%,19.6%,14.6%,8.0%,Los Angeles,2021-03-30,2021-03-29,2021-03-31 14:21:35
0.9%,1.8%,1.4%,32.9%,6.3%,0.1%,33.2%,8.5%,14.9%,Madera,2021-03-30,2021-03-29,2021-03-31 14:21:38
0.1%,3.9%,1.0%,9.6%,10.8%,0.2%,48.6%,6.3%,19.5%,Marin,2021-03-30,2021-03-29,2021-03-31 14:21:40
1.8%,0.8%,0.3%,7.4%,2.3%,0.1%,61.9%,5.2%,20.1%,Mariposa,2021-03-30,2021-03-29,2021-03-31 14:21:43
0.8%,1.3%,0.3%,16.7%,13.4%,0.2%,50.2%,5.7%,11.3%,Mendocino,2021-03-30,2021-03-29,2021-03-31 14:21:46
0.3%,5.9%,1.6%,33.7%,0.4%,0.3%,25.4%,8.5%,23.8%,Merced,2021-03-30,2021-03-29,2021-03-31 14:21:48
2.2%,1.5%,1.1%,7.5%,4.6%,0.1%,70.9%,2.0%,10.0%,Modoc,2021-03-30,2021-03-26,2021-03-31 14:21:51
0.4%,1.3%,0.3%,21.5%,10.0%,0.2%,57.5%,1.8%,7.1%,Mono,2021-03-30,2021-03-27,2021-03-31 14:21:53
0.2%,4.1%,1.1%,36.0%,9.9%,0.5%,26.3%,7.4%,14.6%,Monterey,2021-03-30,2021-03-29,2021-03-31 14:21:56
0.2%,4.1%,0.9%,17.9%,6.6%,0.4%,39.9%,6.1%,23.9%,Napa,2021-03-30,2021-03-29,2021-03-31 14:21:59
0.8%,0.7%,0.3%,5.2%,16.0%,0.1%,61.6%,6.3%,9.1%,Nevada,2021-03-30,2021-03-29,2021-03-31 14:22:01
0.1%,18.1%,0.9%,12.8%,13.8%,0.3%,31.2%,10.9%,11.9%,Orange,2021-03-30,2021-03-29,2021-03-31 14:22:04
0.4%,5.2%,0.9%,8.8%,12.0%,0.4%,45.2%,7.9%,19.2%,Placer,2021-03-30,2021-03-29,2021-03-31 14:22:06
0.8%,0.6%,0.4%,2.1%,6.3%,0.0%,73.6%,3.6%,12.6%,Plumas,2021-03-30,2021-03-29,2021-03-31 14:22:09
0.3%,5.7%,3.7%,24.2%,12.7%,0.3%,31.9%,12.7%,8.6%,Riverside,2021-03-30,2021-03-29,2021-03-31 14:22:12
0.4%,10.4%,3.9%,8.1%,8.6%,0.9%,29.2%,10.8%,27.7%,Sacramento,2021-03-30,2021-03-29,2021-03-31 14:22:14
0.2%,2.1%,0.6%,28.8%,4.4%,0.2%,21.8%,10.3%,31.6%,San Benito,2021-03-30,2021-03-29,2021-03-31 14:22:17
0.2%,8.9%,4.9%,27.4%,12.1%,0.4%,25.1%,12.5%,8.6%,San Bernardino,2021-03-30,2021-03-29,2021-03-31 14:22:20
0.4%,11.8%,2.4%,20.5%,0.5%,0.6%,45.9%,9.3%,8.5%,San Diego,2021-03-30,2021-03-29,2021-03-31 14:22:22
0.2%,28.4%,3.0%,10.9%,7.2%,0.3%,26.0%,5.9%,18.2%,San Francisco,2021-03-30,2021-03-29,2021-03-31 14:22:25
0.4%,10.7%,3.6%,15.4%,1.9%,0.9%,23.8%,15.2%,28.2%,San Joaquin,2021-03-30,2021-03-29,2021-03-31 14:22:27
0.2%,1.2%,0.4%,7.1%,11.2%,0.1%,31.0%,14.6%,34.2%,San Luis Obispo,2021-03-30,2021-03-29,2021-03-31 14:22:30
0.2%,18.1%,1.1%,10.0%,13.1%,0.5%,28.4%,10.0%,18.5%,San Mateo,2021-03-30,2021-03-29,2021-03-31 14:22:33
0.3%,2.7%,0.8%,21.6%,16.4%,0.2%,34.1%,14.0%,9.9%,Santa Barbara,2021-03-30,2021-03-29,2021-03-31 14:22:35
0.1%,24.7%,1.3%,11.4%,11.8%,0.4%,23.5%,8.5%,18.3%,Santa Clara,2021-03-30,2021-03-29,2021-03-31 14:22:38
0.2%,2.0%,0.4%,20.1%,14.7%,0.1%,40.3%,10.0%,12.2%,Santa Cruz,2021-03-30,2021-03-29,2021-03-31 14:22:40
0.7%,1.4%,0.4%,3.3%,19.0%,0.1%,45.1%,13.3%,16.7%,Shasta,2021-03-30,2021-03-29,2021-03-31 14:22:43
0.5%,0.8%,0.1%,8.2%,8.9%,0.0%,73.0%,3.2%,5.3%,Sierra,2021-03-30,2021-03-29,2021-03-31 14:22:46
1.6%,0.8%,0.5%,6.4%,8.3%,0.0%,58.8%,4.4%,19.2%,Siskiyou,2021-03-30,2021-03-29,2021-03-31 14:22:48
0.3%,10.6%,6.4%,8.9%,6.7%,0.9%,26.4%,11.1%,28.7%,Solano,2021-03-30,2021-03-29,2021-03-31 14:22:51
0.5%,2.0%,0.7%,13.7%,10.6%,0.2%,43.1%,8.4%,20.7%,Sonoma,2021-03-30,2021-03-29,2021-03-31 14:22:53
0.4%,5.2%,1.7%,25.7%,0.6%,0.7%,36.1%,9.5%,20.2%,Stanislaus,2021-03-30,2021-03-29,2021-03-31 14:22:56
0.7%,13.6%,1.0%,16.6%,12.0%,0.3%,38.6%,7.5%,9.8%,Sutter,2021-03-30,2021-03-29,2021-03-31 14:22:58
1.0%,0.6%,0.2%,10.8%,8.4%,0.1%,48.7%,10.0%,20.1%,Tehama,2021-03-30,2021-03-29,2021-03-31 14:23:01
1.3%,1.1%,0.2%,2.2%,8.8%,0.3%,62.6%,3.3%,20.3%,Trinity,2021-03-30,2021-03-28,2021-03-31 14:23:04
0.3%,2.6%,0.7%,43.6%,5.8%,0.2%,29.8%,6.0%,11.0%,Tulare,2021-03-30,2021-03-29,2021-03-31 14:23:06
0.5%,1.4%,0.3%,4.5%,1.1%,0.4%,78.8%,6.4%,6.6%,Tuolumne,2021-03-30,2021-03-29,2021-03-31 14:23:09
0.2%,5.3%,0.9%,27.5%,15.9%,0.3%,33.6%,10.8%,5.6%,Ventura,2021-03-30,2021-03-29,2021-03-31 14:23:11
0.4%,6.2%,1.0%,13.1%,7.4%,0.3%,30.5%,9.4%,31.6%,Yolo,2021-03-30,2021-03-29,2021-03-31 14:23:14
1.1%,4.2%,2.0%,17.2%,9.4%,0.3%,48.7%,4.8%,12.4%,Yuba,2021-03-30,2021-03-29,2021-03-31 14:23:17
